News Outlet,Date,Tweet,Compound,Positive Score,Negative Score,Neutral Score,Tweets Ago
@FoxNews,Tue Oct 02 02:42:00 +0000 2018,"Alex Trebek moderates Pennsylvania gubernatorial debate, opens with trivia questio.n https://t.co/JP5XGP7Hqv",0.0,0.0,0.0,1.0,3
@FoxNews,Tue Oct 02 02:35:00 +0000 2018,Kavanaugh withdraws from teaching course at Harvard Law. https://t.co/CjRgiOlJdf,0.0,0.0,0.0,1.0,4
@FoxNews,Tue Oct 02 02:20:00 +0000 2018,"Parkland victim's dad @AndrewPollackFL: No, @Alyssa_Milano, the NRA did not kill my daughter https://t.co/7jMfHo5N4B",0.3691,0.208,0.123,0.669,5
@FoxNews,Tue Oct 02 02:11:00 +0000 2018,"Boy Scout dies from injuries after being hit by alleged drunk driver, 4 others remain hospitalized.
https://t.co/weV9PxdBE0",-0.34,0.0,0.138,0.862,6
@FoxNews,Tue Oct 02 02:05:00 +0000 2018,"At an appearance at the Forbes 30 Under 30 Summit, Senator @JeffFlake discussed partisanship, compromise and midter… https://t.co/mitVqQpF0L",0.0,0.0,0.0,1.0,7
@FoxNews,Tue Oct 02 01:57:33 +0000 2018,"Sen. @LindseyGrahamSC on if Kavanaugh loses a Senate floor vote: ""I would renominate him and I would take this case… https://t.co/hl571wzA7D",-0.3182,0.0,0.113,0.887,8
@FoxNews,Tue Oct 02 01:52:42 +0000 2018,"Airport baggage handlers caught throwing luggage in viral video spark outrage.
https://t.co/9uUMQluIDU",-0.34,0.125,0.217,0.658,9
@FoxNews,Tue Oct 02 01:30:58 +0000 2018,"Chelsea Manning, convicted leaker, compares living in US to prison. https://t.co/W8JZ2vG88A",-0.5106,0.0,0.248,0.752,10
@FoxNews,Tue Oct 02 01:23:40 +0000 2018,.@POTUS approves FBI expansion of Kavanaugh background check https://t.co/XUddnso7i8,0.4019,0.252,0.0,0.748,11
@FoxNews,Tue Oct 02 01:17:01 +0000 2018,"On the Senate floor Monday, @senatemajldr McConnell hammered Senate Democrats for apparently allowing Dr. Ford's al… https://t.co/kSivRzkYsJ",0.0,0.0,0.0,1.0,12
@FoxNews,Tue Oct 02 01:11:00 +0000 2018,".@POTUS mocks 'Da Nang Blumenthal,' top Dems in fiery Tennessee rally supporting Kavanaugh, Blackburn https://t.co/4W9IdzYDbb",-0.1779,0.223,0.256,0.521,13
@FoxNews,Tue Oct 02 01:05:00 +0000 2018,WOW: A homecoming king gave his crown away to an autistic student after he ran on the field when the winners were a… https://t.co/devI18kyLZ,0.824,0.267,0.0,0.733,14
@FoxNews,Tue Oct 02 00:58:28 +0000 2018,Boy's body found in North Carolina creek confirmed to be Maddox Ritch. https://t.co/Vwn17UpL7E,0.0,0.0,0.0,1.0,15
@FoxNews,Tue Oct 02 00:52:00 +0000 2018,".@kanyewest says that 'no matter who they are, as an American, I support the president' https://t.co/ueyEkjAVXI",0.1531,0.211,0.122,0.667,16
@FoxNews,Tue Oct 02 00:49:43 +0000 2018,Far-left cartoonist accused of targeting Kavanaugh's 10-year-old daughter in vicious cartoon. https://t.co/SMR07HGcPV,-0.5719,0.0,0.32,0.68,17
@FoxNews,Tue Oct 02 00:43:05 +0000 2018,"Vigils and memorial services were held throughout Las Vegas on Monday, exactly one year after a gunman opened fire… https://t.co/pHK8XU1eNd",0.0,0.0,0.0,1.0,18
@FoxNews,Tue Oct 02 00:31:37 +0000 2018,.@Sen_JoeManchin mulls Kavanaugh vote while facing tough West Virginia re-election challenge. https://t.co/byGtZGcgXP,-0.0516,0.102,0.117,0.781,19
@FoxNews,Tue Oct 02 00:24:59 +0000 2018,".@POTUS: ""Democrats are willing to do anything, and to hurt anyone, to get their way, like they're doing with Judge… https://t.co/AswvgIS767",-0.2263,0.1,0.137,0.763,20
@FoxNews,Tue Oct 02 02:55:00 +0000 2018,".@LindseyGrahamSC: If Kavanaugh vote fails, Trump should re-nominate him before midterms, ‘appeal the case to the A… https://t.co/Ujy1EY6Z7q",-0.4215,0.0,0.141,0.859,21
@FoxNews,Tue Oct 02 02:50:00 +0000 2018,"Trump, pressed on Kavanaugh, tries to turn tables on ‘holier than thou’ Dems. https://t.co/AltXcxUPhm",0.0,0.0,0.0,1.0,22
@FoxNews,Tue Oct 02 02:42:00 +0000 2018,"Alex Trebek moderates Pennsylvania gubernatorial debate, opens with trivia questio.n https://t.co/JP5XGP7Hqv",0.0,0.0,0.0,1.0,23
@FoxNews,Tue Oct 02 02:35:00 +0000 2018,Kavanaugh withdraws from teaching course at Harvard Law. https://t.co/CjRgiOlJdf,0.0,0.0,0.0,1.0,24
@FoxNews,Tue Oct 02 02:20:00 +0000 2018,"Parkland victim's dad @AndrewPollackFL: No, @Alyssa_Milano, the NRA did not kill my daughter https://t.co/7jMfHo5N4B",0.3691,0.208,0.123,0.669,25
@FoxNews,Tue Oct 02 02:11:00 +0000 2018,"Boy Scout dies from injuries after being hit by alleged drunk driver, 4 others remain hospitalized.
https://t.co/weV9PxdBE0",-0.34,0.0,0.138,0.862,26
@FoxNews,Tue Oct 02 02:05:00 +0000 2018,"At an appearance at the Forbes 30 Under 30 Summit, Senator @JeffFlake discussed partisanship, compromise and midter… https://t.co/mitVqQpF0L",0.0,0.0,0.0,1.0,27
@FoxNews,Tue Oct 02 01:57:33 +0000 2018,"Sen. @LindseyGrahamSC on if Kavanaugh loses a Senate floor vote: ""I would renominate him and I would take this case… https://t.co/hl571wzA7D",-0.3182,0.0,0.113,0.887,28
@FoxNews,Tue Oct 02 01:52:42 +0000 2018,"Airport baggage handlers caught throwing luggage in viral video spark outrage.
https://t.co/9uUMQluIDU",-0.34,0.125,0.217,0.658,29
@FoxNews,Tue Oct 02 01:30:58 +0000 2018,"Chelsea Manning, convicted leaker, compares living in US to prison. https://t.co/W8JZ2vG88A",-0.5106,0.0,0.248,0.752,30
@FoxNews,Tue Oct 02 01:23:40 +0000 2018,.@POTUS approves FBI expansion of Kavanaugh background check https://t.co/XUddnso7i8,0.4019,0.252,0.0,0.748,31
@FoxNews,Tue Oct 02 01:17:01 +0000 2018,"On the Senate floor Monday, @senatemajldr McConnell hammered Senate Democrats for apparently allowing Dr. Ford's al… https://t.co/kSivRzkYsJ",0.0,0.0,0.0,1.0,32
@FoxNews,Tue Oct 02 01:11:00 +0000 2018,".@POTUS mocks 'Da Nang Blumenthal,' top Dems in fiery Tennessee rally supporting Kavanaugh, Blackburn https://t.co/4W9IdzYDbb",-0.1779,0.223,0.256,0.521,33
@FoxNews,Tue Oct 02 01:05:00 +0000 2018,WOW: A homecoming king gave his crown away to an autistic student after he ran on the field when the winners were a… https://t.co/devI18kyLZ,0.824,0.267,0.0,0.733,34
@FoxNews,Tue Oct 02 00:58:28 +0000 2018,Boy's body found in North Carolina creek confirmed to be Maddox Ritch. https://t.co/Vwn17UpL7E,0.0,0.0,0.0,1.0,35
@FoxNews,Tue Oct 02 00:52:00 +0000 2018,".@kanyewest says that 'no matter who they are, as an American, I support the president' https://t.co/ueyEkjAVXI",0.1531,0.211,0.122,0.667,36
@FoxNews,Tue Oct 02 00:49:43 +0000 2018,Far-left cartoonist accused of targeting Kavanaugh's 10-year-old daughter in vicious cartoon. https://t.co/SMR07HGcPV,-0.5719,0.0,0.32,0.68,37
@FoxNews,Tue Oct 02 00:43:05 +0000 2018,"Vigils and memorial services were held throughout Las Vegas on Monday, exactly one year after a gunman opened fire… https://t.co/pHK8XU1eNd",0.0,0.0,0.0,1.0,38
@FoxNews,Tue Oct 02 00:31:37 +0000 2018,.@Sen_JoeManchin mulls Kavanaugh vote while facing tough West Virginia re-election challenge. https://t.co/byGtZGcgXP,-0.0516,0.102,0.117,0.781,39
@FoxNews,Tue Oct 02 00:24:59 +0000 2018,".@POTUS: ""Democrats are willing to do anything, and to hurt anyone, to get their way, like they're doing with Judge… https://t.co/AswvgIS767",-0.2263,0.1,0.137,0.763,40
@FoxNews,Tue Oct 02 00:16:32 +0000 2018,".@RepGeoffDiehl on @SenWarren: ""She's never been working for our state. She clearly doesn't care about working for… https://t.co/WEMV2f2l8E",0.0186,0.127,0.123,0.75,41
@FoxNews,Tue Oct 02 00:07:45 +0000 2018,".@SteveHiltonx on NAFTA revamp implications for China: ""I'm really pleased to see that we're being tough, not just… https://t.co/mh7kruEIIB",0.4005,0.147,0.069,0.784,42
@FoxNews,Tue Oct 02 00:02:41 +0000 2018,".@SteveHiltonx: ""The people who are going to be really worried by this is China because they'll see that step-by-st… https://t.co/nRsMULa6QM",-0.3597,0.0,0.116,0.884,43
@FoxNews,Mon Oct 01 23:58:07 +0000 2018,".@SteveHiltonx: ""This new disruptive trade strategy from President Trump is not just bluster, and tweeting, and hav… https://t.co/OrYc3yBnML",-0.3182,0.0,0.119,0.881,44
@FoxNews,Mon Oct 01 23:47:49 +0000 2018,"""Encouraging high voter turnout here in rural and conservative east Tennessee is going to be...a crucial strategy f… https://t.co/R5sRXiqT2M",0.5267,0.159,0.0,0.841,45
@FoxNews,Mon Oct 01 23:38:38 +0000 2018,"LIVE BLOG: @POTUS speaks at rally in Johnson City, Tennessee https://t.co/NC6uo1KRJa https://t.co/eWjozfSUM9",0.0,0.0,0.0,1.0,46
@FoxNews,Mon Oct 01 23:31:39 +0000 2018,".@SenJohnKennedy on Kavanaugh confirmation process: ""I am embarrassed for the United States Senate. We have hit bot… https://t.co/dt9EnGQ93J",0.0772,0.131,0.117,0.751,47
@FoxNews,Mon Oct 01 23:26:25 +0000 2018,".@SenJohnKennedy on Kavanaugh nomination: ""It's time for senators to be senators and to grow some guts and to woman… https://t.co/F6QCOOatq6",0.0,0.0,0.0,1.0,48
@FoxNews,Mon Oct 01 23:19:58 +0000 2018,".@POTUS speaks at a rally in Johnson City, Tennessee.  https://t.co/79BQKAFwJJ",0.0,0.0,0.0,1.0,49
@FoxNews,Mon Oct 01 23:19:47 +0000 2018,".@SenJohnKennedy on Kavanaugh accusations: ""He's been through six @FBI background checks, each of which is a cross… https://t.co/MuN85HZgKu",-0.3182,0.0,0.126,0.874,50
@FoxNews,Mon Oct 01 23:14:57 +0000 2018,".@SenJohnKennedy on fight over Kavanaugh allegations: ""This entire thing makes me want to heave."" #TheStory… https://t.co/8ihOsxkOt2",-0.3182,0.073,0.145,0.782,51
@FoxNews,Mon Oct 01 23:10:42 +0000 2018,"RT @FoxNewsResearch: Staff Sgt Ronald Shurer II:
•Former Army medic
•Heroic actions in Afghanistan in 2008
—Fought way up mountain through…",0.0,0.0,0.0,1.0,52
@FoxNews,Mon Oct 01 22:59:28 +0000 2018,.@SenFeinstein released a statement late Monday denying claims she or her staff leaked the allegation letter from D… https://t.co/fMm95M0ueM,-0.5719,0.0,0.227,0.773,53
@FoxNews,Mon Oct 01 22:55:03 +0000 2018,Goodwin on Jeff Flake: The 'Bridge' He Thought He Was Building With Dems 'Was Built on Sand' https://t.co/FZb3CkTYM6,0.0,0.0,0.0,1.0,54
@FoxNews,Mon Oct 01 22:45:33 +0000 2018,"Sec. @stevenmnuchin1: ""I think [tariffs] are a great negotiating tactic."" #SpecialReport https://t.co/DEwSOWb3Sz",0.6249,0.291,0.0,0.709,55
@FoxNews,Mon Oct 01 22:40:00 +0000 2018,"Sec. @stevenmnuchin1: ""This is going to bring jobs back to America."" #SpecialReport https://t.co/w7zJkr8x3B https://t.co/mfVLwDLej4",0.0,0.0,0.0,1.0,56
@FoxNews,Mon Oct 01 22:35:00 +0000 2018,"Sec. @stevenmnuchin1: ""I think when people go through the details, they're going to be incredibly pleased with this… https://t.co/E1enOcv5Ho",0.4927,0.151,0.0,0.849,57
@FoxNews,Mon Oct 01 22:32:09 +0000 2018,What's next in Kavanaugh confirmation process? https://t.co/j2fXccWY9C,0.0,0.0,0.0,1.0,58
@FoxNews,Mon Oct 01 22:31:40 +0000 2018,"RT @MikeEmanuelFox: Kavanaugh's FBI background probe could wrap by mid-week - from #SpecialReport tonight:

https://t.co/5g0Hk5o4SO",0.0,0.0,0.0,1.0,59
@FoxNews,Mon Oct 01 22:25:40 +0000 2018,Dozens of cows run free on Georgia highway after truck overturns. https://t.co/7uIvLVuSlg,0.5106,0.231,0.0,0.769,60
@FoxNews,Mon Oct 01 22:19:29 +0000 2018,"Las Vegas remembers the mass shooting, one year later. #SpecialReport https://t.co/4D3ZmozpJB https://t.co/VcLPwQdgYA",0.0,0.0,0.0,1.0,61
@FoxNews,Mon Oct 01 22:15:00 +0000 2018,"Airport baggage handlers caught throwing luggage in viral video spark outrage.
https://t.co/9uUMQlMjvs",-0.34,0.125,0.217,0.658,62
@FoxNews,Mon Oct 01 22:10:00 +0000 2018,Kanye West clarifies remark calling to ‘abolish’ the 13th Amendment: ‘Amend is the right language’ https://t.co/EUafi5a7pH,0.2263,0.112,0.0,0.888,63
@FoxNews,Mon Oct 01 22:03:04 +0000 2018,"BREAKING: Brett Kavanaugh's friend Mark Judge interviewed by @FBI, lawyer reveals https://t.co/CdJ3N1fU2X https://t.co/G8NI1ITVog",0.4939,0.211,0.0,0.789,64
@FoxNews,Mon Oct 01 21:59:43 +0000 2018,".@JesseBWatters: ""I'm just waiting to hear @JoeBiden, @BarackObama, @HillaryClinton &amp; @SenSanders give the presiden… https://t.co/PPEbrG9HX4",0.0,0.0,0.0,1.0,65
@FoxNews,Mon Oct 01 21:48:52 +0000 2018,".@senatemajldr McConnell unloads on Senate Dems amid Kavanaugh probe: 'Their goalposts keep shifting, but their goa… https://t.co/TaOpjVa76J",0.0,0.0,0.0,1.0,66
@FoxNews,Mon Oct 01 21:45:23 +0000 2018,".@FLOTUS departs Joint Base Andrews on her trip to Ghana, Malawi, Kenya, and Egypt, where she will promote child we… https://t.co/HK1esjeQ34",0.3818,0.115,0.0,0.885,67
@FoxNews,Mon Oct 01 21:36:11 +0000 2018,".@POTUS on Monday awarded the Medal of Honor to former Staff Sgt. Ronald J. Shurer II, a @USArmy medic and Green Be… https://t.co/CyOxi3B6bK",0.8402,0.321,0.0,0.679,68
@FoxNews,Mon Oct 01 21:24:40 +0000 2018,".@EmilyCompagno on Mitchell memo: ""[Mitchell] used basically the lowest possible standard, giving it the lowest bar… https://t.co/IdwH4OHC3S",-0.4215,0.111,0.241,0.648,69
@FoxNews,Mon Oct 01 21:11:53 +0000 2018,".@POTUS on @FBI investigation into Kavanaugh allegations: ""I want it to be comprehensive. I actually think it's a g… https://t.co/6ugVFA6dBx",0.3182,0.171,0.0,0.829,70
@FoxNews,Mon Oct 01 20:57:00 +0000 2018,".@LarrySabato: ""Anger always produces more votes."" #Cavuto https://t.co/qAcI5bCQX5",-0.5719,0.0,0.346,0.654,71
@FoxNews,Mon Oct 01 20:52:57 +0000 2018,"Father, 2-year-old son among dead in Pennsylvania car explosion. https://t.co/7KDYaa0qdc https://t.co/CpRBnGmBKw",-0.6486,0.0,0.301,0.699,72
@FoxNews,Mon Oct 01 20:46:40 +0000 2018,Howie Carr: Warren Made Stump Speech Because She's 'Exasperated By All the Face Time' 2020 Contenders Got in Kavana… https://t.co/7Iz3s4jru6,-0.4215,0.0,0.128,0.872,73
@FoxNews,Mon Oct 01 20:40:00 +0000 2018,TONIGHT: @stevenmnuchin1 will discuss the new trade deal on ‘@SpecialReport’ at 6p ET on Fox News Channel. https://t.co/wgOvVVIgIN,0.0,0.0,0.0,1.0,74
@FoxNews,Mon Oct 01 20:40:00 +0000 2018,".@RepDanKildee on new NAFTA deal: ""The most important variable, in any of these agreements, is what the worker prot… https://t.co/WzAEkal0tO",0.4927,0.189,0.0,0.811,75
@FoxNews,Mon Oct 01 20:34:12 +0000 2018,"Border Patrol agent admits to accidentally starting 45,000-acre wildfire after gender reveal goes wrong.… https://t.co/CEDv62SYu2",-0.0516,0.125,0.136,0.739,76
@FoxNews,Mon Oct 01 20:28:01 +0000 2018,"RT @FoxBusiness: AT THE CLOSE: The Dow Jones Industrial Average and the S&amp;P 500 surged as the US, Canada, and Mexico reached a trade deal.…",0.1027,0.057,0.0,0.943,77
@FoxNews,Mon Oct 01 20:17:33 +0000 2018,"Air Force One departs Joint Base Andrews, heading to Tennessee where President @realDonaldTrump will hold a rally l… https://t.co/qYooQHncnf",0.0,0.0,0.0,1.0,78
@FoxNews,Mon Oct 01 20:00:55 +0000 2018,Trace Gallagher is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/WQPnb9UJdT,0.0,0.0,0.0,1.0,79
@FoxNews,Mon Oct 01 19:54:06 +0000 2018,".@senatemajldr: ""Did our colleague alert the chairman so the Committee could do due diligence in a confidential way… https://t.co/bIAoFuY8ut",0.296,0.115,0.0,0.885,80
@FoxNews,Mon Oct 01 19:44:12 +0000 2018,Senate Majority Leader McConnell delivers remarks on Kavanaugh hearings https://t.co/aZCZgXOey2,0.0,0.0,0.0,1.0,81
@FoxNews,Mon Oct 01 19:41:51 +0000 2018,".@POTUS awards the Medal of Honor, the military's highest honor, to former Staff Sgt. Ronald J. Shurer II for heroi… https://t.co/vm513R5hFl",0.91,0.424,0.0,0.576,82
@FoxNews,Mon Oct 01 19:33:26 +0000 2018,".@POTUS: ""For more than six hours, Ron bravely faced down the enemy. Not a single American died in that brutal batt… https://t.co/guwxawC3az",-0.836,0.105,0.356,0.54,83
@FoxNews,Mon Oct 01 19:30:53 +0000 2018,".@POTUS: ""Ron climbed the rocky mountain, all the while fighting back against the enemy and dodging gunfire left an… https://t.co/jQoyn5NVHx",-0.7506,0.0,0.303,0.697,84
@FoxNews,Mon Oct 01 19:25:55 +0000 2018,".@POTUS: ""Ron braved enemy fire to rush to his friend and to treat his wounds."" https://t.co/zoivKAtVPx https://t.co/u8lmcPtHGi",0.4404,0.33,0.221,0.449,85
@FoxNews,Mon Oct 01 19:22:16 +0000 2018,".@POTUS: ""America was attacked on September 11, 2001. Determined to serve, Ron reapplied to the military and was ac… https://t.co/r6MWDGqw7G",-0.1531,0.103,0.128,0.769,86
@FoxNews,Mon Oct 01 19:17:57 +0000 2018,.@POTUS awards Medal of Honor to former Army medic https://t.co/zoivKAtVPx https://t.co/nQ4kx6ycgQ,0.8519,0.538,0.0,0.462,87
@FoxNews,Mon Oct 01 19:06:10 +0000 2018,"President @realDonaldTrump awards the Medal of Honor to Ronald J. Shurer II, for actions he took in 2008 as a Staff… https://t.co/TzgGXb1scF",0.8519,0.341,0.0,0.659,88
@FoxNews,Mon Oct 01 19:03:28 +0000 2018,AWAITING: @POTUS to award Medal of Honor https://t.co/cG5wyUxKMj,0.8689,0.662,0.0,0.338,89
@FoxNews,Mon Oct 01 18:59:57 +0000 2018,"Rep. @SteveScalise: ""The most important thing that we can be doing to fight to keep the majority is to remind peopl… https://t.co/I9U5Uh5ba2",-0.1298,0.085,0.105,0.81,90
@FoxNews,Mon Oct 01 18:52:27 +0000 2018,.@Sen_JoeManchin facing questions on Kavanaugh vote amid Senate race https://t.co/AgfCC7tXIN,0.0,0.0,0.0,1.0,91
@FoxNews,Mon Oct 01 18:42:25 +0000 2018,The Supreme Court starts new term amid Kavanaugh confirmation clash https://t.co/Q8Mw2iKc76,0.5574,0.265,0.0,0.735,92
@FoxNews,Mon Oct 01 18:31:14 +0000 2018,Georgetown professor says white GOP senators ‘deserve miserable deaths’ after Kavanaugh hearing… https://t.co/kifHdDN8hF,-0.4939,0.0,0.211,0.789,93
@FoxNews,Mon Oct 01 18:26:46 +0000 2018,A resident kneels down at the memorial for police officers James White and Corporal Zack Moak outside of the Brookh… https://t.co/3Mg3mjGzM7,0.0,0.0,0.0,1.0,94
@FoxNews,Mon Oct 01 18:25:11 +0000 2018,"Senator @JeffFlake: ""The country needed to see this as well that we had taken this very seriously."" https://t.co/3w0fGoYiRV",0.2732,0.11,0.0,0.89,95
@FoxNews,Mon Oct 01 18:16:58 +0000 2018,"Senator @JeffFlake: ""There was a lot of doubt still. That's why it was important to have the @FBI do more investiga… https://t.co/D0Ohb6PUsn",-0.1779,0.077,0.107,0.815,96
@FoxNews,Mon Oct 01 18:12:12 +0000 2018,"Senator @JeffFlake: ""What Dr. Ford said really emboldened a lot of women to come forward."" https://t.co/B5FDOIyEPt",0.0,0.0,0.0,1.0,97
@FoxNews,Mon Oct 01 18:10:57 +0000 2018,"Senator @JeffFlake: ""Right now, the @FBI is investigating, and that's a good thing. We ought to have more informati… https://t.co/dS46acfW2n",0.4404,0.139,0.0,0.861,98
@FoxNews,Mon Oct 01 18:06:58 +0000 2018,"Hugo Gurdon: ""[The Democrats] don't want to give President @realDonaldTrump any victories, and so they have opposed… https://t.co/coOjjXGaac",-0.0572,0.0,0.067,0.933,99
@FoxNews,Mon Oct 01 18:00:11 +0000 2018,"HEARTWARMING: A young boy in Idaho got quite the surprise while attending what he thought was a pep rally, but was… https://t.co/ZKtqQG8GWW",0.4777,0.186,0.0,0.814,100
@nytimes,Tue Oct 02 02:47:06 +0000 2018,Drug lords kill witnesses. Here's how the ones in El Chapo’s case are being protected. https://t.co/y7xc56EVp6,-0.4215,0.134,0.218,0.648,1
@nytimes,Tue Oct 02 02:32:05 +0000 2018,"Who the FBI has interviewed in the Kavanaugh investigation — and who it has not
https://t.co/atgqqXfxDC",0.0,0.0,0.0,1.0,2
@nytimes,Tue Oct 02 02:17:00 +0000 2018,"RT @emmagf: It's official. The Verrazzano-Narrows Bridge now has two z’s. As Gay Talese (who covered the bridge opening in 1964) told me, “…",0.0,0.0,0.0,1.0,3
@nytimes,Tue Oct 02 02:03:11 +0000 2018,Jemele Hill discussed her move to The Atlantic after parting ways with ESPN https://t.co/YYASRz8LnY,0.0,0.0,0.0,1.0,4
@nytimes,Tue Oct 02 01:47:04 +0000 2018,"When you think of great stand-up comics of the 1970s, Elayne Boosler should come to mind, but she's the master who'… https://t.co/TSFXuYfAcO",0.3716,0.108,0.0,0.892,5
@nytimes,Tue Oct 02 01:30:14 +0000 2018,Applying for your first job out of college? Not having much luck? One recent graduate's strategy: Put yourself out… https://t.co/hiojFQ77Wf,0.5204,0.15,0.0,0.85,6
@nytimes,Tue Oct 02 01:17:03 +0000 2018,RT @nytopinion: @tribelaw: My decades of observing the court’s work and arguing cases there convince me that Brett Kavanaugh would need to…,-0.25,0.08,0.12,0.8,7
@nytimes,Tue Oct 02 01:02:06 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ivaMcg6qRW,0.0,0.0,0.0,1.0,8
@nytimes,Tue Oct 02 00:47:05 +0000 2018,"A Border Patrol agent pleaded guilty to starting a fire at a gender-reveal party, causing a blaze that eventually c… https://t.co/JQ16dz3uVk",-0.3612,0.123,0.237,0.639,9
@nytimes,Tue Oct 02 00:32:06 +0000 2018,A New Jersey man died after contracting an infection from a brain-eating amoeba after visiting a water park https://t.co/usgYDBmT3z,-0.5574,0.0,0.194,0.806,10
@nytimes,Tue Oct 02 00:22:05 +0000 2018,"RT @alanblinder: Jimmy Carter turns 94 today, more than three years after he received a diagnosis of cancer. Right after that announcement…",-0.6597,0.0,0.18,0.82,11
@nytimes,Tue Oct 02 00:12:03 +0000 2018,"At the #nytnewrules summit, 

@susanchira and @jessicabennett sat down to talk about #MeToo, the Kavanaugh hearings… https://t.co/ViptqPtWsZ",0.0,0.0,0.0,1.0,12
@nytimes,Tue Oct 02 00:02:38 +0000 2018,Detailed new U.S. maps show how neighborhoods shape children for life https://t.co/YWd2NECIUa,0.0,0.0,0.0,1.0,13
@nytimes,Mon Oct 01 23:47:01 +0000 2018,The revised Nafta deal does not eliminate the steep steel and aluminum tariffs that President Trump imposed on Cana… https://t.co/4Ef65V8pn0,-0.0772,0.0,0.064,0.936,14
@nytimes,Mon Oct 01 23:35:07 +0000 2018,"As an undergraduate student at Yale, Brett Kavanaugh was involved in an altercation at a local bar during which he… https://t.co/AEMP5vg8Sk",0.0,0.0,0.0,1.0,15
@nytimes,Mon Oct 01 23:23:44 +0000 2018,RT @SteveEder: NEW: Kavanaugh was questioned by police after a bar fight in 1985 that resulted in one person going to the hospital. Judge K…,-0.4588,0.0,0.154,0.846,16
@nytimes,Mon Oct 01 23:17:01 +0000 2018,"RT @sapna: there’s a $15,000/month SoHo apt that was designed specifically for Instagram influencers to pose in. Read about it - and look a…",0.0,0.0,0.0,1.0,17
@nytimes,Mon Oct 01 23:02:07 +0000 2018,"The best TV shows and movies new to Netflix, Amazon and more in October https://t.co/Ir5IPsrdV6",0.7096,0.312,0.0,0.688,18
@nytimes,Mon Oct 01 22:52:02 +0000 2018,"RT @Nate_Cohn: NE02, final. Bacon 51, Eastman 42
A good result for Republicans, though not a huge surprise in a lean Rep. district. Still,…",0.032,0.118,0.153,0.729,19
@nytimes,Mon Oct 01 22:47:00 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/XzxYKFYEi5,0.0,0.0,0.0,1.0,20
@nytimes,Tue Oct 02 02:47:06 +0000 2018,Drug lords kill witnesses. Here's how the ones in El Chapo’s case are being protected. https://t.co/y7xc56EVp6,-0.4215,0.134,0.218,0.648,21
@nytimes,Tue Oct 02 02:32:05 +0000 2018,"Who the FBI has interviewed in the Kavanaugh investigation — and who it has not
https://t.co/atgqqXfxDC",0.0,0.0,0.0,1.0,22
@nytimes,Tue Oct 02 02:17:00 +0000 2018,"RT @emmagf: It's official. The Verrazzano-Narrows Bridge now has two z’s. As Gay Talese (who covered the bridge opening in 1964) told me, “…",0.0,0.0,0.0,1.0,23
@nytimes,Tue Oct 02 02:03:11 +0000 2018,Jemele Hill discussed her move to The Atlantic after parting ways with ESPN https://t.co/YYASRz8LnY,0.0,0.0,0.0,1.0,24
@nytimes,Tue Oct 02 01:47:04 +0000 2018,"When you think of great stand-up comics of the 1970s, Elayne Boosler should come to mind, but she's the master who'… https://t.co/TSFXuYfAcO",0.3716,0.108,0.0,0.892,25
@nytimes,Tue Oct 02 01:30:14 +0000 2018,Applying for your first job out of college? Not having much luck? One recent graduate's strategy: Put yourself out… https://t.co/hiojFQ77Wf,0.5204,0.15,0.0,0.85,26
@nytimes,Tue Oct 02 01:17:03 +0000 2018,RT @nytopinion: @tribelaw: My decades of observing the court’s work and arguing cases there convince me that Brett Kavanaugh would need to…,-0.25,0.08,0.12,0.8,27
@nytimes,Tue Oct 02 01:02:06 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ivaMcg6qRW,0.0,0.0,0.0,1.0,28
@nytimes,Tue Oct 02 00:47:05 +0000 2018,"A Border Patrol agent pleaded guilty to starting a fire at a gender-reveal party, causing a blaze that eventually c… https://t.co/JQ16dz3uVk",-0.3612,0.123,0.237,0.639,29
@nytimes,Tue Oct 02 00:32:06 +0000 2018,A New Jersey man died after contracting an infection from a brain-eating amoeba after visiting a water park https://t.co/usgYDBmT3z,-0.5574,0.0,0.194,0.806,30
@nytimes,Tue Oct 02 00:22:05 +0000 2018,"RT @alanblinder: Jimmy Carter turns 94 today, more than three years after he received a diagnosis of cancer. Right after that announcement…",-0.6597,0.0,0.18,0.82,31
@nytimes,Tue Oct 02 00:12:03 +0000 2018,"At the #nytnewrules summit, 

@susanchira and @jessicabennett sat down to talk about #MeToo, the Kavanaugh hearings… https://t.co/ViptqPtWsZ",0.0,0.0,0.0,1.0,32
@nytimes,Tue Oct 02 00:02:38 +0000 2018,Detailed new U.S. maps show how neighborhoods shape children for life https://t.co/YWd2NECIUa,0.0,0.0,0.0,1.0,33
@nytimes,Mon Oct 01 23:47:01 +0000 2018,The revised Nafta deal does not eliminate the steep steel and aluminum tariffs that President Trump imposed on Cana… https://t.co/4Ef65V8pn0,-0.0772,0.0,0.064,0.936,34
@nytimes,Mon Oct 01 23:35:07 +0000 2018,"As an undergraduate student at Yale, Brett Kavanaugh was involved in an altercation at a local bar during which he… https://t.co/AEMP5vg8Sk",0.0,0.0,0.0,1.0,35
